1,chin,0:0,-11:-47,-25:-91,-41:-132,-70:-170,-111:-199,-154:-223,-195:-247,-236:-248,-271:-228,-293:-192,-313:-152,-334:-112,-343:-67,-341:-21,-336:25,-330:70
1,left_eyebrow,0:0,-19:20,-46:32,-77:35,-107:29
1,right_eyebrow,0:0,-23:18,-49:30,-78:31,-99:18
1,nose_bridge,0:0,-8:-35,-16:-68,-24:-102
1,nose_tip,0:0,-21:-4,-44:-10,-61:4,-77:16
1,left_eye,0:0,-17:10,-37:13,-57:3,-38:0,-19:-3
1,right_eye,0:0,-15:17,-34:23,-53:20,-39:11,-20:5
1,top_lip,0:0,-30:1,-60:1,-83:1,-102:9,-129:22,-157:33,-147:26,-105:6,-85:-3,-63:-3,-9:-2
1,bottom_lip,0:0,18:-42,42:-66,64:-75,87:-77,122:-66,157:-33,148:-35,91:-62,69:-60,48:-51,10:-7
